Target	POS	Context	Overlap	Sent1	Sent2	Sent3
vela	same|same|same	diff|diff|diff	true|false|false	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	
vela	same|same|same	diff|diff|diff	true|false|false	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	
vela	same|same|same	diff|diff|diff	true|false|false	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	
vela	same|same|same	diff|diff|diff	true|false|false	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	
vela	same|same|same	diff|diff|diff	false|true|false	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	
vela	same|same|same	diff|diff|diff	false|false|false	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	
vela	same|same|same	diff|diff|diff	false|true|false	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	
vela	same|same|same	diff|diff|diff	false|false|false	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	
vela	same|same|same	same|diff|diff	false|true|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	same|diff|diff	false|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	same|diff|diff	false|true|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	
vela	same|same|same	same|diff|diff	false|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	
vela	same|same|same	diff|diff|diff	true|true|true	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|diff|diff	true|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|diff|diff	true|true|true	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	
vela	same|same|same	diff|diff|diff	true|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	
vela	same|same|same	diff|diff|diff	false|true|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|diff|diff	false|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|diff|diff	false|true|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	
vela	same|same|same	diff|diff|diff	false|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	
vela	same|same|same	diff|diff|diff	false|false|true	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|diff|diff	false|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|diff|diff	false|false|true	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	
vela	same|same|same	diff|diff|diff	false|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	
vela	same|same|same	diff|diff|diff	true|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|diff|diff	true|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|diff|diff	true|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	
vela	same|same|same	diff|diff|diff	true|false|false	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	
vela	same|same|same	diff|diff|diff	false|true|false	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|diff|diff	false|false|false	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	
vela	same|same|same	diff|diff|diff	false|true|false	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	
vela	same|same|same	diff|diff|diff	false|false|false	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	
cálculo	same|same|same	same|same|same	false|false|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Um <b>pensamento</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|same|diff	true|false|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Um <b>pensamento</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|same|diff	false|false|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Um <b>pensamento</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|same|diff	false|false|false	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Um <b>pensamento</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|diff|diff	false|false|false	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Um <b>pensamento</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|same|diff	true|false|false	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Um <b>pensamento</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	same|same|same	false|false|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Em 1994 chegou a ser necessário extraírem-lhe um <b>tumor</b> na vesícula.	
cálculo	same|same|same	diff|same|diff	true|false|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Em 1994 chegou a ser necessário extraírem-lhe um <b>tumor</b> na vesícula.	
cálculo	same|same|same	diff|same|diff	false|false|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Em 1994 chegou a ser necessário extraírem-lhe um <b>tumor</b> na vesícula.	
cálculo	same|same|same	diff|same|diff	false|false|false	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Em 1994 chegou a ser necessário extraírem-lhe um <b>tumor</b> na vesícula.	
cálculo	same|same|same	diff|diff|diff	false|false|false	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Em 1994 chegou a ser necessário extraírem-lhe um <b>tumor</b> na vesícula.	
cálculo	same|same|same	diff|same|diff	true|false|false	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Em 1994 chegou a ser necessário extraírem-lhe um <b>tumor</b> na vesícula.	
cálculo	same|same|same	same|diff|diff	false|true|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	
cálculo	same|same|same	same|diff|diff	false|false|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	
cálculo	same|same|same	same|diff|diff	false|true|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	
cálculo	same|same|same	same|diff|diff	false|false|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	
cálculo	same|same|same	diff|diff|diff	true|true|true	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	
cálculo	same|same|same	diff|diff|diff	true|true|true	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	
cálculo	same|same|same	diff|diff|diff	false|true|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	
cálculo	same|same|same	diff|diff|diff	false|false|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	
cálculo	same|same|same	diff|diff|diff	false|true|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	
cálculo	same|same|same	diff|diff|diff	false|false|false	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	
cálculo	same|same|same	diff|diff|diff	false|false|true	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	
cálculo	same|same|same	diff|diff|diff	false|false|false	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	
cálculo	same|same|same	diff|diff|diff	false|false|true	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	
cálculo	same|same|same	diff|diff|diff	false|false|false	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	
cálculo	same|same|same	diff|diff|diff	false|true|false	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	
cálculo	same|same|same	diff|diff|diff	false|false|false	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	
cálculo	same|same|same	diff|diff|diff	false|true|false	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	
cálculo	same|same|same	diff|diff|diff	false|false|false	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	
cálculo	same|same|same	same|diff|diff	false|true|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	same|diff|diff	false|false|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	same|diff|diff	false|true|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	
cálculo	same|same|same	same|diff|diff	false|false|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	
cálculo	same|same|same	diff|diff|diff	true|true|true	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|diff|diff	true|true|true	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	
cálculo	same|same|same	diff|diff|diff	false|true|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|diff|diff	false|false|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|diff|diff	false|true|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	
cálculo	same|same|same	diff|diff|diff	false|false|false	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	
cálculo	same|same|same	diff|diff|diff	false|false|true	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|diff|diff	false|false|false	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|diff|diff	false|false|true	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	
cálculo	same|same|same	diff|diff|diff	false|false|false	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	
cálculo	same|same|same	diff|diff|diff	true|false|false	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	
cálculo	same|same|same	diff|diff|diff	false|true|false	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|diff|diff	false|false|false	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	
cálculo	same|same|same	diff|diff|diff	false|true|false	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	
